Verb,pct_female,pct.male,pct.trans,pct.human,pct.robot,pct.animal,pct.fictional,pct.asian,pct.white,pct.black,pct.PoC.other,pct.heterosexual,pct.homosexual,pct.sexuality.other,pct.child,pct.young.adult,pct.adult,pct.elderly
Creating,0.05555555555555555,0.16666666666666666,0,0.16666666666666666,0.16666666666666666,0,0,0.05555555555555555,0.1111111111111111,0,0,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555,0.1111111111111111,0
Criticised,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Criticising,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0
Critiquing,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0
Crying,0.2,0,0,0.1,0.1,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Curating,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Damaged,0.0625,0.125,0.0625,0.0625,0.1875,0,0,0.0625,0.0625,0,0.0625,0.0625,0,0,0,0,0.25,0
Dancing,0.21052631578947367,0,0,0.21052631578947367,0.10526315789473684,0,0,0,0.10526315789473684,0,0,0,0.05263157894736842,0,0,0.05263157894736842,0.2631578947368421,0
Deactivating,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0
Dead,0.08333333333333333,0.16666666666666666,0,0.16666666666666666,0,0,0.08333333333333333,0,0.08333333333333333,0,0,0.16666666666666666,0,0,0,0.08333333333333333,0.16666666666666666,0
Decapitated,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0
Deceased,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0
Deceived,0,0.225,0,0.225,0,0,0,0,0.1,0.025,0.05,0.15,0,0,0,0,0.225,0
Deceiving,0.08333333333333333,0.15,0,0.21666666666666667,0.016666666666666666,0,0,0.016666666666666666,0.16666666666666666,0.03333333333333333,0,0.06666666666666667,0,0.016666666666666666,0,0.03333333333333333,0.2,0
Decentered,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Deciding,0.17647058823529413,0.058823529411764705,0,0.23529411764705882,0.11764705882352941,0,0,0,0,0.058823529411764705,0,0.058823529411764705,0,0,0,0,0.29411764705882354,0
Decorating,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Deducing,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0
Defended,0,0.2222222222222222,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Defending,0.11538461538461539,0.11538461538461539,0,0.19230769230769232,0,0,0.038461538461538464,0,0.15384615384615385,0,0,0.15384615384615385,0,0,0,0,0.19230769230769232,0.038461538461538464
Defying,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0
Deleted,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0
Deleting,0,0.2,0,0.2,0,0,0,0,0.1,0,0.1,0.2,0,0,0,0,0.2,0
Dematerialised,0,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Demonstrating,0.125,0.125,0,0.25,0,0,0,0.0625,0.125,0.0625,0,0,0,0,0,0.0625,0.1875,0
Deploying,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0
Depressed,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0
Describing,0,0,0,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0.3333333333333333,0
Designing,0.05263157894736842,0.15789473684210525,0,0.21052631578947367,0,0,0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0,0.10526315789473684,0.05263157894736842,0,0,0.05263157894736842,0.15789473684210525,0
Destroying,0.1111111111111111,0.1111111111111111,0,0.19444444444444445,0.027777777777777776,0.027777777777777776,0,0.027777777777777776,0.1111111111111111,0.027777777777777776,0,0.1111111111111111,0,0,0.027777777777777776,0.08333333333333333,0.1388888888888889,0
Detected,0,0.19230769230769232,0,0.19230769230769232,0,0.07692307692307693,0.038461538461538464,0,0.11538461538461539,0,0,0.15384615384615385,0,0,0,0,0.23076923076923078,0
Detecting,0.14285714285714285,0.14285714285714285,0,0.07142857142857142,0.2857142857142857,0,0,0.07142857142857142,0.07142857142857142,0,0,0,0,0,0.07142857142857142,0,0.14285714285714285,0
Developing,0,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0
Diagnosed,0.13043478260869565,0.08695652173913043,0,0.17391304347826086,0.043478260869565216,0,0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0,0,0.043478260869565216,0.13043478260869565,0.043478260869565216
Diagnosing,0.23076923076923078,0.07692307692307693,0,0.15384615384615385,0.15384615384615385,0,0,0,0,0.07692307692307693,0.07692307692307693,0,0,0,0,0.07692307692307693,0.15384615384615385,0
Directed,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0.1111111111111111,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0.2222222222222222,0
Directing,0,0.23076923076923078,0,0.23076923076923078,0,0,0.07692307692307693,0,0.15384615384615385,0,0,0,0,0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0
Disabled,0.125,0.125,0,0.125,0.125,0,0,0,0.125,0,0.125,0,0,0,0,0,0.25,0
Disabling,0.05555555555555555,0.16666666666666666,0,0.16666666666666666,0.1111111111111111,0,0,0,0.16666666666666666,0,0,0.05555555555555555,0,0,0,0,0.2777777777777778,0
Disagreeing,0.2,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0
Disappearing,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Disappointed,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0
Discerning,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Disciplined,0.125,0.125,0,0.25,0,0,0,0.125,0,0,0.125,0,0,0,0,0.125,0.125,0
Disciplining,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Disconnecting,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Discovering,0.11764705882352941,0.08823529411764706,0,0.17647058823529413,0.058823529411764705,0,0,0,0.14705882352941177,0,0.058823529411764705,0.11764705882352941,0,0,0,0.029411764705882353,0.20588235294117646,0
Discriminated,0.25,0,0,0.25,0,0,0,0,0,0.125,0.125,0,0,0,0,0.125,0.125,0
Discussed,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Discussing,0.058823529411764705,0.17647058823529413,0,0.20588235294117646,0.029411764705882353,0,0,0,0.14705882352941177,0.058823529411764705,0,0.11764705882352941,0,0,0,0,0.11764705882352941,0.08823529411764706
Disempowered,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Disguised,0.16666666666666666,0,0,0.16666666666666666,0.08333333333333333,0,0,0,0.16666666666666666,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0.16666666666666666,0
Disguising,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0
Disgusted,0.13333333333333333,0.06666666666666667,0,0.2,0,0,0,0,0.13333333333333333,0.06666666666666667,0,0.13333333333333333,0.06666666666666667,0,0,0.06666666666666667,0.13333333333333333,0
Disillusioned,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0.2,0
Disobeyed,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Disobeying,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Disoriented,0.09090909090909091,0.18181818181818182,0,0.09090909090909091,0.18181818181818182,0,0,0,0.09090909090909091,0,0.09090909090909091,0.09090909090909091,0,0,0,0,0.18181818181818182,0
Dispersed,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0
Displaced,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0
Displacing,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0
Displayed,0.02702702702702703,0.21621621621621623,0,0.13513513513513514,0.05405405405405406,0,0.05405405405405406,0,0.10810810810810811,0.02702702702702703,0.05405405405405406,0.08108108108108109,0,0,0,0,0.21621621621621623,0.02702702702702703
Displaying,0.2,0.1,0,0.1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.2,0
Disposed,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Dissociating,0.1,0.1,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Distancing,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Distracting,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0
Distressed,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0
Distrusting,0.2222222222222222,0,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0
Disturbed,0.2222222222222222,0,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0
Documented,0,0.1875,0,0.25,0,0.0625,0.0625,0.0625,0.125,0,0,0.0625,0,0,0,0,0.125,0.0625
Documenting,0.125,0.125,0,0.1875,0.0625,0,0,0,0.125,0,0,0.125,0,0,0,0.0625,0.1875,0
Dodging,0,0.2222222222222222,0,0.2222222222222222,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Donating,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Doubted,0.15384615384615385,0.07692307692307693,0,0.23076923076923078,0,0,0,0,0.23076923076923078,0,0,0.07692307692307693,0,0,0,0,0.23076923076923078,0
Doubting,0.09090909090909091,0.18181818181818182,0,0.2727272727272727,0,0,0,0,0.18181818181818182,0,0,0,0,0,0,0.09090909090909091,0.18181818181818182,0
Dragged,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Drawing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Driving,0.07692307692307693,0.15384615384615385,0,0.07692307692307693,0.23076923076923078,0,0,0.07692307692307693,0.15384615384615385,0,0,0,0,0,0,0.07692307692307693,0.15384615384615385,0
Drugged,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Duped,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Dying,0.07142857142857142,0.17857142857142858,0,0.25,0,0,0,0,0.10714285714285714,0.03571428571428571,0,0.10714285714285714,0,0,0,0,0.14285714285714285,0.10714285714285714
Eating,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Editing,0.05263157894736842,0.10526315789473684,0,0.2631578947368421,0,0,0,0,0.10526315789473684,0,0.05263157894736842,0.15789473684210525,0,0,0,0,0.2631578947368421,0
Educating,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0
Emanated,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Emitting,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Empathised,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Empathising,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0
Empowered,0.13043478260869565,0.08695652173913043,0,0.17391304347826086,0.043478260869565216,0,0,0,0.17391304347826086,0,0,0.17391304347826086,0,0,0,0.08695652173913043,0.13043478260869565,0
Enabled,0.1111111111111111,0.1111111111111111,0,0.16666666666666666,0.05555555555555555,0,0,0,0.16666666666666666,0,0.05555555555555555,0.1111111111111111,0,0,0,0.05555555555555555,0.16666666666666666,0
Enabling,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Encouraged,0,0.14285714285714285,0,0.2857142857142857,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0.2857142857142857,0
Encouraging,0.25,0,0,0.0625,0.25,0,0,0,0.125,0,0,0,0,0,0,0,0.3125,0
Engaging,0.2857142857142857,0,0,0.2857142857142857,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0.2857142857142857,0
Enhanced,0.1111111111111111,0.1111111111111111,0,0,0.2222222222222222,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Enjoying,0.07142857142857142,0.10714285714285714,0,0.25,0.03571428571428571,0,0,0,0.14285714285714285,0,0,0.14285714285714285,0,0,0,0,0.21428571428571427,0.03571428571428571
Entering,0.1282051282051282,0.10256410256410256,0,0.20512820512820512,0.02564102564102564,0,0,0.02564102564102564,0.1282051282051282,0.05128205128205128,0.02564102564102564,0.07692307692307693,0,0,0,0.05128205128205128,0.1794871794871795,0
Entertained,0.07692307692307693,0.07692307692307693,0,0.3076923076923077,0,0,0,0,0.23076923076923078,0,0,0,0,0,0,0,0.23076923076923078,0.07692307692307693
Entertaining,0,0.14285714285714285,0,0.2857142857142857,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0.2857142857142857,0
Erasing,0,0.2222222222222222,0,0.2222222222222222,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Escaping,0.13333333333333333,0.08888888888888889,0,0.2222222222222222,0,0,0,0,0.17777777777777778,0,0.022222222222222223,0.13333333333333333,0,0,0,0.044444444444444446,0.17777777777777778,0
Evading,0.1,0.1,0,0.22,0.02,0,0,0.02,0.12,0,0.02,0.12,0,0,0.06,0.06,0.12,0
Evaluated,0.10714285714285714,0.14285714285714285,0,0.21428571428571427,0.03571428571428571,0,0,0,0.17857142857142858,0,0,0.07142857142857142,0,0,0,0.14285714285714285,0.10714285714285714,0
Evaluating,0.08333333333333333,0.16666666666666666,0,0.08333333333333333,0.25,0,0,0,0.08333333333333333,0,0.08333333333333333,0.08333333333333333,0,0,0,0.08333333333333333,0.08333333333333333,0
Evalutating,0.2,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0
Examined,0.2,0,0,0.2,0,0.1,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0.1
Examining,0.125,0.125,0,0.25,0,0,0,0,0.125,0,0,0.125,0,0,0,0,0.25,0
Exchanging,0.08333333333333333,0.08333333333333333,0,0.25,0,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0,0,0,0.16666666666666666,0.08333333333333333,0
Excited,0,0.3333333333333333,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Excluded,0.1724137931034483,0.06896551724137931,0,0.20689655172413793,0.06896551724137931,0,0,0,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.034482758620689655,0,0,0,0.034482758620689655,0.20689655172413793,0
exercising,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Experiencing,0.13333333333333333,0.13333333333333333,0,0.26666666666666666,0,0,0,0,0.13333333333333333,0.06666666666666667,0,0,0,0,0,0,0.26666666666666666,0
Experimenting,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0.2222222222222222,0,0,0,0,0,0.1111111111111111,0,0,0.2222222222222222,0
Explained,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0
Explaining,0.13636363636363635,0.09090909090909091,0,0.22727272727272727,0.045454545454545456,0,0,0,0.13636363636363635,0,0,0.045454545454545456,0,0,0.045454545454545456,0.045454545454545456,0.18181818181818182,0
Exploited,0.18181818181818182,0,0,0.2727272727272727,0,0,0,0,0.09090909090909091,0.09090909090909091,0,0.09090909090909091,0,0,0,0.09090909090909091,0.18181818181818182,0
Exploiting,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Exploring,0.10526315789473684,0.13157894736842105,0,0.2894736842105263,0,0,0,0,0.07894736842105263,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0.2631578947368421,0.02631578947368421
Exposed,0.08571428571428572,0.08571428571428572,0,0.22857142857142856,0,0,0.08571428571428572,0.02857142857142857,0.14285714285714285,0,0.02857142857142857,0.08571428571428572,0,0,0,0.02857142857142857,0.14285714285714285,0.05714285714285714
Exposing,0.16666666666666666,0.05555555555555555,0,0.16666666666666666,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555,0,0.05555555555555555,0.16666666666666666,0,0,0,0.05555555555555555,0.16666666666666666,0
Expressing,0,0.25,0,0.25,0,0,0,0,0.16666666666666666,0.08333333333333333,0,0,0,0,0,0,0.25,0
Extracted,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Extracting,0.15384615384615385,0.07692307692307693,0,0.23076923076923078,0,0,0,0,0.15384615384615385,0,0,0.15384615384615385,0,0,0,0,0.23076923076923078,0
Facilitating,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Fact-checking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fading,0.16666666666666666,0,0,0,0.3333333333333333,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.3333333333333333,0
Failed,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Failing,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.14285714285714285,0,0,0.03571428571428571,0.07142857142857142,0,0.07142857142857142,0.03571428571428571,0,0,0,0.03571428571428571,0.21428571428571427,0
Faked,0,0.25,0,0.25,0,0,0,0.08333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0.25,0
Faking,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0.2222222222222222,0
Fascinated,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Fascinating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Feeling,0.06666666666666667,0.13333333333333333,0,0.2,0.06666666666666667,0,0,0,0.13333333333333333,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0.2,0
Fighting,0.10576923076923077,0.125,0,0.16346153846153846,0.09615384615384616,0,0.009615384615384616,0.038461538461538464,0.15384615384615385,0,0,0.04807692307692308,0,0.009615384615384616,0.009615384615384616,0.028846153846153848,0.20192307692307693,0
Filmed,0.13333333333333333,0.06666666666666667,0,0.2,0,0,0.06666666666666667,0,0.2,0,0,0.13333333333333333,0,0,0,0.06666666666666667,0.13333333333333333,0
Filming,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0
Finding,0.1076923076923077,0.12307692307692308,0,0.2,0.046153846153846156,0,0,0.046153846153846156,0.13846153846153847,0,0.015384615384615385,0.09230769230769231,0,0,0,0.015384615384615385,0.18461538461538463,0.03076923076923077
Fixing,0.25,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0
Flabbergasted,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0,0,0.1111111111111111,0,0,0,0,0.1111111111111111,0.1111111111111111
Flawed,0,0.16666666666666666,0,0,0.3333333333333333,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0.3333333333333333,0
Fleeing,0.17647058823529413,0.058823529411764705,0,0.23529411764705882,0,0,0,0.11764705882352941,0.058823529411764705,0,0.058823529411764705,0.058823529411764705,0,0,0.058823529411764705,0,0.11764705882352941,0.058823529411764705
Flying,0.1,0.1,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0.4,0
Followed,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Following,0.14814814814814814,0.1111111111111111,0,0.18518518518518517,0.07407407407407407,0,0,0.037037037037037035,0.1111111111111111,0,0.037037037037037035,0.07407407407407407,0,0,0,0.037037037037037035,0.18518518518518517,0
Fooling,0.2857142857142857,0,0,0.2857142857142857,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0.2857142857142857,0
Forced,0.09090909090909091,0.18181818181818182,0,0.18181818181818182,0.045454545454545456,0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0,0,0.045454545454545456,0,0,0.045454545454545456,0.045454545454545456,0.18181818181818182,0
Forcing,0.09523809523809523,0.14285714285714285,0,0.23809523809523808,0,0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0,0,0.047619047619047616,0,0,0,0,0.19047619047619047,0.047619047619047616
